result_position,endpoint_pair,edge_count
1332,Al-Si,96
1333,Al-Si,96
1334,Al-Si,96
1335,Al-Si,96
1336,Al-Si,96
1337,Al-Si,96
1338,Al-Si,96
1339,Al-Si,96
1340,Al-Si,96
1341,Al-Si,96
1342,Al-Si,96
1343,Al-Si,96
1344,Al-Si,96
1345,Al-Si,96
1346,Al-Si,96
1347,Al-Si,96
1348,Al-Si,96
1349,Al-Si,96
1350,Al-Si,96
1351,Al-Si,96
1352,Al-Si,96
1353,Al-Si,96
1354,Al-Si,96
1355,Al-Si,96
1356,Al-Si,96
1357,Al-Si,96
1358,Al-Si,96
1359,Al-Si,96
1360,Al-Si,96
1361,Al-Si,96
1362,Al-Si,96
1363,Al-Si,96
1364,Al-Si,96
1365,Al-Si,96
1366,Al-Si,96
1367,Al-Si,96
1368,Al-Si,96
1369,Al-Si,96
1370,Al-Si,96
1371,Al-Si,96
1372,Al-Si,96
1373,Al-Si,96
1374,Al-Si,96
1375,Al-Si,96
1376,Al-Si,96
1377,Al-Si,96
1378,Al-Si,96
1379,Al-Si,96
1380,Al-Si,96
1381,Al-Si,96
1382,Al-Si,96
1383,Al-Si,96
1384,Al-Si,96
1385,Al-Si,96
1386,Al-Si,96
1387,Al-Si,96
1388,Al-Si,96
1389,Al-Si,96
1390,Al-Si,96
1391,Al-Si,96
1392,Al-Si,96
1393,Al-Si,96
1394,Al-Si,96
1395,Al-Si,96
1396,Al-Si,96
1397,Al-Si,96
1398,Al-Si,96
1399,Al-Si,96
1400,Al-Si,96
1401,Al-Si,96
1402,Al-Si,96
1403,Al-Si,96
1404,Al-Si,96
1405,Al-Si,96
1406,Al-Si,96
1407,Al-Si,96
1408,Al-Si,96
1409,Al-Si,96
1410,Al-Si,96
1411,Al-Si,96
1412,Al-Si,96
1413,Al-Si,96
1414,Al-Si,96
1415,Al-Si,96
1416,Al-Si,96
1417,Al-Si,96
1418,Al-Si,96
1419,Al-Si,96
1420,Al-Si,96
1421,Al-Si,96
1422,Al-Si,96
1423,Al-Si,96
1424,Al-Si,96
1425,Al-Si,96
1426,Al-Si,96
1427,Al-Si,96
1428,Al-Si,96
1429,Al-Si,96
1430,Al-Si,96
1431,Al-Si,96
1432,Al-Si,96
1433,Al-Si,96
1434,Al-Si,96
1435,Al-Si,96
1436,Al-Si,96
1437,Al-Si,96
1438,Al-Si,96
1439,Al-Si,96
1440,Al-Si,96
1441,Al-Si,96
1442,Al-Si,96
1443,Al-Si,96
1444,Al-Si,96
1445,Al-Si,96
1446,Al-Si,96
1447,Al-Si,96
1448,Al-Si,96
1449,Al-Si,96
1450,Al-Si,96
1451,Al-Si,96
1452,Al-Si,96
1453,Al-Si,96
1454,Al-Si,96
1455,Al-Si,96
1456,Al-Si,96
1457,Al-Si,96
1458,Al-Si,96
1459,Al-Si,96
1460,Al-Si,96
1461,Al-Si,96
1462,Al-Si,96
1463,Al-Si,96
1464,Al-Si,96
1465,Al-Si,96
1466,Al-Si,96
1467,Al-Si,96
1468,Al-Si,96
1469,Al-Si,96
1470,Al-Si,96
1471,Al-Si,96
1472,Al-Si,96
1473,Al-Si,96
1474,Al-Si,96
1475,Al-Si,96
1476,Al-Si,96
1477,Al-Si,96
1478,Al-Si,96
1479,Al-Si,96
1480,Al-Si,96
1481,Al-Si,96
1482,Al-Si,96
1483,Al-Si,96
1484,Al-Si,96
1485,Al-Si,96
1486,Al-Si,96
1487,Al-Si,96
1488,Al-Si,96
1489,Al-Si,96
1490,Al-Si,96
1491,Al-Si,96
1492,Al-Si,96
1493,Al-Si,96
1494,Al-Si,96
1495,Al-Si,96
1496,Al-Si,96
1497,Al-Si,96
1498,Al-Si,96
1499,Al-Si,96
1500,Al-Si,96
1501,Al-Si,96
1502,Al-Si,96
1503,Al-Si,96
1504,Al-Si,96
1505,Al-Si,96
1506,Al-Si,96
1507,Al-Si,96
1508,Al-Si,96
1509,Al-Si,96
1510,Al-Si,96
1511,Al-Si,96
1512,Al-Si,96
1513,Al-Si,96
1514,Al-Si,96
1515,Al-Si,96
1516,Al-Si,96
1517,Al-Si,96
1518,Al-Si,96
1519,Al-Si,96
1520,Al-Si,96
1521,Al-Si,96
1522,Al-Si,96
1523,Al-Si,96
1524,Al-Si,96
1525,Al-Si,96
1526,Al-Si,96
1527,Al-Si,96
1528,Al-Si,96
1529,Al-Si,96
1530,Al-Si,96
1531,Al-Si,96
1532,Al-Si,96
1533,Al-Si,96
1534,Al-Si,96
1535,Al-Si,96
1536,Al-Si,96
1537,Al-Si,96
1538,Al-Si,96
1539,Al-Si,96
1540,Al-Si,96
1541,Al-Si,96
1542,Al-Si,96
1543,Al-Si,96
1544,Al-Si,96
1545,Al-Si,96
1546,Al-Si,96
1547,Al-Si,96
1548,Al-Si,96
1549,Al-Si,96
1550,Al-Si,96
1551,Al-Si,96
1552,Al-Si,96
1553,Al-Si,96
1554,Al-Si,96
1555,Al-Si,96
1556,Al-Si,96
1557,Al-Si,96
1558,Al-Si,96
1559,Al-Si,96
1560,Al-Si,96
1561,Al-Si,96
1562,Al-Si,96
1563,Al-Si,96
1564,Al-Si,96
1565,Al-Si,96
1566,Al-Si,96
1567,Al-Si,96
1568,Al-Si,96
1569,Al-Si,96
1570,Al-Si,96
1571,Al-Si,96
1572,Al-Si,96
1573,Al-Si,96
1574,Al-Si,96
1575,Al-Si,96
1576,Al-Si,96
1577,Al-Si,96
1578,Al-Si,96
1579,Al-Si,96
1580,Al-Si,96
1581,Al-Si,96
1582,Al-Si,96
1583,Al-Si,96
1584,Al-Si,96
1585,Al-Si,96
1586,Al-Si,96
1587,Al-Si,96
1588,Al-Si,96
1589,Al-Si,96
1590,Al-Si,96
1591,Al-Si,96
1592,Al-Si,96
1593,Al-Si,96
1594,Al-Si,96
1595,Al-Si,96
1596,Al-Si,96
1597,Al-Si,96
1598,Al-Si,96
1599,Al-Si,96
1600,Al-Si,96
1601,Al-Si,96
1602,Al-Si,96
1603,Al-Si,96
1604,Al-Si,96
1605,Al-Si,96
1606,Al-Si,96
1607,Al-Si,96
1608,Al-Si,96
1609,Al-Si,96
1610,Al-Si,96
1611,Al-Si,96
1612,Al-Si,96
1613,Al-Si,96
1614,Al-Si,96
1615,Al-Si,96
1616,Al-Si,96
1617,Al-Si,96
1618,Al-Si,96
1619,Al-Si,96
1620,Al-Si,96
1621,Al-Si,96
1622,Al-Si,96
1623,Al-Si,96
1624,Al-Si,96
1625,Al-Si,96
1626,Al-Si,96
1627,Al-Si,96
1628,Al-Si,96
1629,Al-Si,96
1630,Al-Si,96
1631,Al-Si,96
1632,Al-Si,96
1633,Al-Si,96
1634,Al-Si,96
1635,Al-Si,96
1636,Al-Si,96
1637,Al-Si,96
1638,Al-Si,96
1639,Al-Si,96
1640,Al-Si,96
1641,Al-Si,96
1642,Al-Si,96
1643,Al-Si,96
1644,Al-Si,96
1645,Al-Si,96
1646,Al-Si,96
1647,Al-Si,96
1648,Al-Si,96
1649,Al-Si,96
1650,Al-Si,96
1651,Al-Si,96
1652,Al-Si,96
1653,Al-Si,96
1654,Al-Si,96
1655,Al-Si,96
1656,Al-Si,96
1657,Al-Si,96
1658,Al-Si,96
1659,Al-Si,96
1660,Al-Si,96
1661,Al-Si,96
1662,Al-Si,96
1663,Al-Si,96
1664,Al-Si,96
1665,Al-Si,96
1666,Al-Si,96
1667,Al-Si,96
1668,Al-Si,96
1669,Al-Si,96
1670,Al-Si,96
1671,Al-Si,96
1672,Al-Si,96
1673,Al-Si,96
1674,Al-Si,96
1675,Al-Si,96
1676,Al-Si,96
1677,Al-Si,96
1678,Al-Si,96
1679,Al-Si,96
1680,Al-Si,96
1681,Al-Si,96
1682,Al-Si,96
1683,Al-Si,96
1684,Al-Si,96
1685,Al-Si,96
1686,Al-Si,96
1687,Al-Si,96
1688,Al-Si,96
1689,Al-Si,96
1690,Al-Si,96
1691,Al-Si,96
1692,Al-Si,96
1693,Al-Si,96
1694,Al-Si,96
1695,Al-Si,96
1696,Al-Si,96
1697,Al-Si,96
1698,Al-Si,96
1699,Al-Si,96
1700,Al-Si,96
1701,Al-Si,96
1702,Al-Si,96
1703,Al-Si,96
1704,Al-Si,96
1705,Al-Si,96
1706,Al-Si,96
1707,Al-Si,96
1708,Al-Si,96
1709,Al-Si,96
1710,Al-Si,96
1711,Al-Si,96
1712,Al-Si,96
1713,Al-Si,96
1714,Al-Si,96
1715,Al-Si,96
1716,Al-Si,96
1717,Al-Si,96
1718,Al-Si,96
1719,Al-Si,96
1720,Al-Si,96
1721,Al-Si,96
1722,Al-Si,96
1723,Al-Si,96
1724,Al-Si,96
1725,Al-Si,96
1726,Al-Si,96
1727,Al-Si,96
1728,Al-Si,96
1729,Al-Si,96
1730,Al-Si,96
1731,Al-Si,96
1732,Al-Si,96
1733,Al-Si,96
1734,Al-Si,96
1735,Al-Si,96
1736,Al-Si,96
1737,Al-Si,96
1738,Al-Si,96
1739,Al-Si,96
1740,Al-Si,96
1741,Al-Si,96
1742,Al-Si,96
1743,Al-Si,96
1744,Al-Si,96
1745,Al-Si,96
1746,Al-Si,96
1747,Al-Si,96
1748,Al-Si,96
1749,Al-Si,96
1750,Al-Si,96
1751,Al-Si,96
1752,Al-Si,96
1753,Al-Si,96
1754,Al-Si,96
1755,Al-Si,96
1756,Al-Si,96
1757,Al-Si,96
1758,Al-Si,96
1759,Al-Si,96
1760,Al-Si,96
1761,Al-Si,96
1762,Al-Si,96
1763,Al-Si,96
1764,Al-Si,96
1765,Al-Si,96
1766,Al-Si,96
1767,Al-Si,96
1768,Al-Si,96
1769,Al-Si,96
1770,Al-Si,96
1771,Al-Si,96
1772,Al-Si,96
1773,Al-Si,96
1774,Al-Si,96
1775,Al-Si,96
1776,Al-Si,96
1777,Al-Si,96
1778,Al-Si,96
1779,Al-Si,96
1780,Al-Si,96
1781,Al-Si,96
1782,Al-Si,96
1783,Al-Si,96
1784,Al-Si,96
1785,Al-Si,96
1786,Al-Si,96
1787,Al-Si,96
1788,Al-Si,96
1789,Al-Si,96
1790,Al-Si,96
1791,Al-Si,96
1792,Al-Si,96
1793,Al-Si,96
1794,Al-Si,96
1795,Al-Si,96
1796,Al-Si,96
1797,Al-Si,96
1798,Al-Si,96
1799,Al-Si,96
1800,Al-Si,96
1801,Al-Si,96
1802,Al-Si,96
1803,Al-Si,96
1804,Al-Si,96
1805,Al-Si,96
1806,Al-Si,96
1807,Al-Si,96
1808,Al-Si,96
1809,Al-Si,96
1810,Al-Si,96
1811,Al-Si,96
1812,Al-Si,96
1813,Al-Si,96
1814,Al-Si,96
1815,Al-Si,96
1816,Al-Si,96
1817,Al-Si,96
1818,Al-Si,96
1819,Al-Si,96
1820,Al-Si,96
1821,Al-Si,96
1822,Al-Si,96
1823,Al-Si,96
1824,Al-Si,96
1825,Al-Si,96
1826,Al-Si,96
1827,Al-Si,96
1828,Al-Si,96
1829,Al-Si,96
1830,Al-Si,96
1831,Al-Si,96
1832,Al-Si,96
1833,Al-Si,96
1834,Al-Si,96
1835,Al-Si,96
1836,Al-Si,96
1837,Al-Si,96
1838,Al-Si,96
1839,Al-Si,96
1840,Al-Si,96
1841,Al-Si,96
1842,Al-Si,96
1843,Al-Si,96
1844,Al-Si,96
1845,Al-Si,96
1846,Al-Si,96
1847,Al-Si,96
1848,Al-Si,96
1849,Al-Si,96
1850,Al-Si,96
1851,Al-Si,96
1852,Al-Si,96
1853,Al-Si,96
1854,Al-Si,96
1855,Al-Si,96
1856,Al-Si,96
1857,Al-Si,96
1858,Al-Si,96
1859,Al-Si,96
1860,Al-Si,96
1861,Al-Si,96
1862,Al-Si,96
1863,Al-Si,96
1864,Al-Si,96
1865,Al-Si,96
1866,Al-Si,96
1867,Al-Si,96
1868,Al-Si,96
1869,Al-Si,96
1870,Al-Si,96
1871,Al-Si,96
1872,Al-Si,96
1873,Al-Si,96
1874,Al-Si,96
1875,Al-Si,96
1876,Al-Si,96
1877,Al-Si,96
1878,Al-Si,96
1879,Al-Si,96
1880,Al-Si,96
1881,Al-Si,96
1882,Al-Si,96
1883,Al-Si,96
1884,Al-Si,96
1885,Al-Si,96
1886,Al-Si,96
1887,Al-Si,96
1888,Al-Si,96
1889,Al-Si,96
1890,Al-Si,96
1891,Al-Si,96
1892,Al-Si,96
1893,Al-Si,96
1894,Al-Si,96
1895,Al-Si,96
1896,Al-Si,96
1897,Al-Si,96
1898,Al-Si,96
1899,Al-Si,96
1900,Al-Si,96
1901,Al-Si,96
1902,Al-Si,96
1903,Al-Si,96
1904,Al-Si,96
1905,Al-Si,96
1906,Al-Si,96
1907,Al-Si,96
1908,Al-Si,96
1909,Al-Si,96
1910,Al-Si,96
1911,Al-Si,96
1912,Al-Si,96
1913,Al-Si,96
1914,Al-Si,96
1915,Al-Si,96
1916,Al-Si,96
1917,Al-Si,96
1918,Al-Si,96
1919,Al-Si,96
1920,Al-Si,96
1921,Al-Si,96
1922,Al-Si,96
1923,Al-Si,96
1924,Al-Si,96
1925,Al-Si,96
1926,Al-Si,96
1927,Al-Si,96
1928,Al-Si,96
1929,Al-Si,96
1930,Al-Si,96
1931,Al-Si,96
1932,Al-Si,96
1933,Al-Si,96
1934,Al-Si,96
1935,Al-Si,96
1936,Al-Si,96
1937,Al-Si,96
1938,Al-Si,96
1939,Al-Si,96
1940,Al-Si,96
1941,Al-Si,96
1942,Al-Si,96
1943,Al-Si,96
1944,Al-Si,96
1945,Al-Si,96
1946,Al-Si,96
1947,Al-Si,96
1948,Al-Si,96
1949,Al-Si,96
1950,Al-Si,96
1951,Al-Si,96
1952,Al-Si,96
1953,Al-Si,96
1954,Al-Si,96
1955,Al-Si,96
1956,Al-Si,96
1957,Al-Si,96
1958,Al-Si,96
1959,Al-Si,96
1960,Al-Si,96
1961,Al-Si,96
1962,Al-Si,96
1963,Al-Si,96
1964,Al-Si,96
1965,Al-Si,96
1966,Al-Si,96
1967,Al-Si,96
1968,Al-Si,96
1969,Al-Si,96
1970,Al-Si,96
1971,Al-Si,96
1972,Al-Si,96
1973,Al-Si,96
1974,Al-Si,96
1975,Al-Si,96
1976,Al-Si,96
1977,Al-Si,96
1978,Al-Si,96
1979,Al-Si,96
1980,Al-Si,96
1981,Al-Si,96
1982,Al-Si,96
1983,Al-Si,96
1984,Al-Si,96
1985,Al-Si,96
1986,Al-Si,96
1987,Al-Si,96
1988,Al-Si,96
1989,Al-Si,96
1990,Al-Si,96
1991,Al-Si,96
1992,Al-Si,96
1993,Al-Si,96
1994,Al-Si,96
1995,Al-Si,96
1996,Al-Si,96
1997,Al-Si,96
1998,Al-Si,96
1999,Al-Si,96
